"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Problem Start Time","Problem End Time","Latency (sec)","Steps Missing Start Times","Hints","Incorrects","Corrects","Avg Corrects","Steps","Avg Assistance Score","Correct First Attempts","Condition","KCs (Geometry)","Steps without KCs (Geometry)","KC List (Geometry)","KCs (KRE_circle_area)","Steps without KCs (KRE_circle_area)","KC List (KRE_circle_area)","KCs (Khushboo)","Steps without KCs (Khushboo)","KC List (Khushboo)","KCs (MJB-SQRECT-Merge)","Steps without KCs (MJB-SQRECT-Merge)","KC List (MJB-SQRECT-Merge)","KCs (MyKC)","Steps without KCs (MyKC)","KC List (MyKC)","KCs (NNEWWW)","Steps without KCs (NNEWWW)","KC List (NNEWWW)","KCs (New)","Steps without KCs (New)","KC List (New)","KCs (NewModel)","Steps without KCs (NewModel)","KC List (NewModel)","KCs (Single-KC)","Steps without KCs (Single-KC)","KC List (Single-KC)","KCs (Textbook)","Steps without KCs (Textbook)","KC List (Textbook)","KCs (Textbook-test)","Steps without KCs (Textbook-test)","KC List (Textbook-test)","KCs (Unique-step)","Steps without KCs (Unique-step)","KC List (Unique-step)","KCs (Zhulin_Textbook11_SquareRectMerge)","Steps without KCs (Zhulin_Textbook11_SquareRectMerge)","KC List (Zhulin_Textbook11_SquareRectMerge)","KCs (new KC model name)","Steps without KCs (new KC model name)","KC List (new KC model name)"
"1127",1127,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","POGS",1,"1996-02-01 01:27:20","1996-02-01 01:29:26",126,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,51,1,0,"compose-by-addition",1,0,11
"1128",1128,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"1996-02-01 01:30:30","1996-02-01 01:30:30",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,41,1,0,"compose-by-addition",1,0,11
"1129",1129,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"1996-02-01 01:31:20","1996-02-01 01:32:14",54,0,0,0,2,1,2,0,2,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",2,0,36,1,0,"compose-by-addition",1,0,11
"1130",1130,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"1996-02-01 01:34:53","1996-02-01 01:35:22",29,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",1,0,"Single-KC",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,23,2,0,"compose-by-addition, compose-by-multiplication",2,0,12
"1131",1131,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","TRIANGLE_AREA",1,"1996-02-01 01:36:51","1996-02-01 01:36:51",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,54,1,0,"triangle-area",1,0,23
"1132",1132,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","LAWN_SPRINKLER",2,"1996-02-01 01:37:07","1996-02-01 01:37:07",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"1133",1133,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","TRIANGLE_TRIANGLE",2,"1996-02-01 01:37:09","1996-02-01 01:37:09",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,60,1,0,"triangle-area",1,0,23
"1134",1134,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","LAWN_SPRINKLER",3,"1996-02-01 01:37:26","1996-02-01 01:37:26",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"1135",1135,"All Data","Stu_d5290be96a793ac550b7d2b0b31e4244","Unit Area","WATERING_VEGGIES",2,"1996-02-01 01:37:32","1996-02-01 01:38:03",31,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,29,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"1136",1136,"All Data","Stu_d670d7de62ee1a748b67448da3c53d8b","Unit Area","TRAPEZOID_ABCD",1,"1996-02-01 00:00:59","1996-02-01 00:02:52",113,0,0,2,4,1.333,3,0.667,2,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"1137",1137,"All Data","Stu_d670d7de62ee1a748b67448da3c53d8b","Unit Area","TRAPEZOID_AREA",1,"1996-02-01 00:03:01","1996-02-01 00:03:02",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,59,1,0,"trapezoid-area",1,0,22
"1138",1138,"All Data","Stu_d670d7de62ee1a748b67448da3c53d8b","Unit Area","TRAPEZOID_HEIGHT",1,"1996-02-01 00:03:44","1996-02-01 00:03:45",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"1139",1139,"All Data","Stu_d670d7de62ee1a748b67448da3c53d8b","Unit Area","TRAPEZOID_BASE",1,"1996-02-01 00:03:52","1996-02-01 00:03:52",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,8,1,0,"trapezoid-area",1,0,22
"1140",1140,"All Data","Stu_d670d7de62ee1a748b67448da3c53d8b","Unit Area","TRAPEZOID_ABCD",2,"1996-02-01 00:03:58","1996-02-01 00:04:07",9,0,0,2,2,1,2,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",2,0,52,1,0,"trapezoid-area",1,0,22
"1141",1141,"All Data","Stu_d6eb77b7560f5f2f7ffadde7a9b7914c","Unit Area","TRAPEZOID_ABCD",1,"1996-02-01 00:00:35","1996-02-01 00:01:24",49,0,0,3,3,1,3,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"1142",1142,"All Data","Stu_d6eb77b7560f5f2f7ffadde7a9b7914c","Unit Area","TRAPEZOID_AREA",1,"1996-02-01 00:01:30","1996-02-01 00:01:31",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,59,1,0,"trapezoid-area",1,0,22
"1143",1143,"All Data","Stu_d6eb77b7560f5f2f7ffadde7a9b7914c","Unit Area","TRAPEZOID_HEIGHT",1,"1996-02-01 00:01:38","1996-02-01 00:01:38",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"1144",1144,"All Data","Stu_d6eb77b7560f5f2f7ffadde7a9b7914c","Unit Area","TRAPEZOID_BASE",1,"1996-02-01 00:01:45","1996-02-01 00:01:45",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,8,1,0,"trapezoid-area",1,0,22
"1145",1145,"All Data","Stu_d6eb77b7560f5f2f7ffadde7a9b7914c","Unit Area","TRAPEZOID_ABCD",2,"1996-02-01 00:01:52","1996-02-01 00:01:55",3,0,0,0,2,1,2,0,2,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",2,0,52,1,0,"trapezoid-area",1,0,22
"1146",1146,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","RECTANGLE_ABCD",1,"1996-02-01 00:00:02","1996-02-01 00:00:31",29,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,30,1,0,"square-rect-area",1,0,21
"1147",1147,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","BUILDING_A_SIDEWALK",1,"1996-02-01 00:00:50","1996-02-01 00:02:29",99,0,0,0,9,1,9,0,9,0,1,0,"Geometry",2,0,"compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",2,0,"compose-by-addition, sq_rect-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, square-rect-area",2,0,"compose-by-addition, square-rect-area",1,0,"Single-KC",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",9,0,25,2,0,"compose-by-addition, square-rect-area",2,0,15
"1148",1148,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PARALLELOGRAM_ABDE",1,"1996-02-01 00:02:42","1996-02-01 00:03:02",20,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"parallelogram-area",1,0,"area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"parallelogram-area",1,0,"Single-KC",1,0,"parallelogram-area",1,0,"parallelogram-area",3,0,46,1,0,"parallelogram-area",1,1,19
"1149",1149,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","SQUARE_ABCD",1,"1996-02-01 00:03:12","1996-02-01 00:03:27",15,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"square-area",1,0,"area",1,0,"sq_rect-area",1,0,"square-area",1,0,"square-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"square-area",1,0,"rectangle-area",3,0,40,1,0,"square-rect-area",1,0,21
"1150",1150,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PAINTING_THE_WALL",1,"1996-02-01 00:03:37","1996-02-01 00:05:50",133,0,0,0,9,1,9,0,9,0,1,0,"Geometry",2,0,"compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",2,0,"compose-by-addition, sq_rect-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, square-rect-area",2,0,"compose-by-addition, square-rect-area",1,0,"Single-KC",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",9,0,14,2,0,"compose-by-addition, square-rect-area",0,9,21.6270876516135
"1151",1151,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_ABCD",1,"1996-02-01 00:06:22","1996-02-01 00:10:37",255,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"1152",1152,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_AREA",1,"1996-02-01 00:10:51","1996-02-01 00:10:52",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,59,1,0,"trapezoid-area",1,0,22
"1153",1153,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_HEIGHT",1,"1996-02-01 00:13:24","1996-02-01 00:13:25",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"1154",1154,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_BASE",1,"1996-02-01 00:13:30","1996-02-01 00:13:31",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,8,1,0,"trapezoid-area",1,0,22
"1155",1155,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_ABCD",2,"1996-02-01 00:14:16","1996-02-01 00:15:14",58,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"1156",1156,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_AREA",2,"1996-02-01 00:15:23","1996-02-01 00:15:24",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,59,1,0,"trapezoid-area",1,0,22
"1157",1157,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_HEIGHT",2,"1996-02-01 00:15:55","1996-02-01 00:15:55",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"1158",1158,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_ABCD",3,"1996-02-01 00:16:45","1996-02-01 00:18:05",80,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"1159",1159,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_BASE",2,"1996-02-01 00:18:15","1996-02-01 00:18:16",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,8,1,0,"trapezoid-area",1,0,22
"1160",1160,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_ABCD",4,"1996-02-01 00:18:19","1996-02-01 00:18:38",19,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,7,1,0,"trapezoid-area",1,0,22
"1161",1161,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_AREA",3,"1996-02-01 00:18:40","1996-02-01 00:18:40",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,59,1,0,"trapezoid-area",1,0,22
"1162",1162,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_HEIGHT",3,"1996-02-01 00:19:15","1996-02-01 00:19:15",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"1163",1163,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_BASE",3,"1996-02-01 00:19:36","1996-02-01 00:19:37",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,8,1,0,"trapezoid-area",1,0,22
"1164",1164,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_HEIGHT",4,"1996-02-01 00:19:41","1996-02-01 00:19:41",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,47,1,0,"trapezoid-area",1,0,22
"1165",1165,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRAPEZOID_BASE",4,"1996-02-01 00:20:11","1996-02-01 00:20:30",19,0,0,2,4,4,1,2,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,8,1,0,"trapezoid-area",1,0,22
"1166",1166,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRIANGLE_ABC",1,"1996-02-01 00:20:36","1996-02-01 00:22:44",128,0,0,2,5,1.667,3,0.667,2,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,50,1,0,"triangle-area",1,0,23
"1167",1167,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRIANGLE_TRIANGLE",1,"1996-02-01 00:22:56","1996-02-01 00:22:56",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,60,1,0,"triangle-area",1,0,23
"1168",1168,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON",1,"1996-02-01 00:23:28","1996-02-01 00:24:33",65,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"1169",1169,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRIANGLE_RECTANGLE",1,"1996-02-01 00:25:10","1996-02-01 00:25:22",12,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,17,2,0,"compose-by-multiplication, triangle-area",2,0,17
"1170",1170,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","DESIGNING_A_QUILT",1,"1996-02-01 00:25:39","1996-02-01 00:27:20",101,0,0,3,12,1,12,0.25,9,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,10,2,0,"compose-by-multiplication, triangle-area",2,0,17
"1171",1171,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON_ABCDE",1,"1996-02-01 00:27:31","1996-02-01 00:28:39",68,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"1172",1172,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRIANGLE_HEIGHT",1,"1996-02-01 00:29:27","1996-02-01 00:29:28",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,11,1,0,"triangle-area",1,0,23
"1173",1173,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRIANGLE_BASE",1,"1996-02-01 00:29:50","1996-02-01 00:29:50",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,49,1,0,"triangle-area",1,0,23
"1174",1174,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON_ABCDE",2,"1996-02-01 00:30:38","1996-02-01 00:31:53",75,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
