Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Geometry)	Opportunity (Geometry)	Predicted Error Rate (Geometry)	KC (KRE_circle_area)	Opportunity (KRE_circle_area)	Predicted Error Rate (KRE_circle_area)	KC (Khushboo)	Opportunity (Khushboo)	Predicted Error Rate (Khushboo)	KC (MJB-SQRECT-Merge)	Opportunity (MJB-SQRECT-Merge)	Predicted Error Rate (MJB-SQRECT-Merge)	KC (MyKC)	Opportunity (MyKC)	Predicted Error Rate (MyKC)	KC (NNEWWW)	Opportunity (NNEWWW)	Predicted Error Rate (NNEWWW)	KC (New)	Opportunity (New)	Predicted Error Rate (New)	KC (NewModel)	Opportunity (NewModel)	Predicted Error Rate (NewModel)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Textbook)	Opportunity (Textbook)	Predicted Error Rate (Textbook)	KC (Textbook-test)	Opportunity (Textbook-test)	Predicted Error Rate (Textbook-test)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)	KC (Zhulin_Textbook11_SquareRectMerge)	Opportunity (Zhulin_Textbook11_SquareRectMerge)	Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)	KC (new KC model name)	Opportunity (new KC model name)	Predicted Error Rate (new KC model name)
4154	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_DIAMETER	1	(RADIUS QUESTION1)	1996-02-01 00:48:14	1996-02-01 00:48:14	1996-02-01 00:48:14	1996-02-01 00:48:14	0	0	.	correct	0	0	1	.	Geometry	136	0.2997	circle-diameter	6	0.3695	diameter	6	0.3562	circle-diameter	6	0.3712	circle-diameter	6	0.3711	circle-diameter	6	0.3711	circle-diameter	6	0.3712	circle-diameter	6	0.3712	Single-KC	136	0.2997	circle-diameter	6	0.3711	circle-diameter	6	0.3712	KC60	1	0.1099	circle-diameter	6	0.3712	circle-diameter	6	0.3790
4155	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_DIAMETER	1	(AREA QUESTION1)	1996-02-01 00:48:14	1996-02-01 00:48:18	1996-02-01 00:48:18	1996-02-01 00:48:18	4	4	.	correct	0	0	1	.	Geometry	137	0.2996	circle-pi	1	0.2045	area	100	0.2886	circle-area	9	0.3716	circle-area	9	0.3711	circle-area	9	0.3711	circle-area	9	0.3716	circle-area	9	0.3716	Single-KC	137	0.2996	circle-area	9	0.3711	circle-area	9	0.3716	KC130	1	0.1414	circle-area	9	0.3716	circle-area	9	0.3797
4156	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_DIAMETER	1	(CIRCUMFERENCE QUESTION1)	1996-02-01 00:48:18	1996-02-01 00:48:38	1996-02-01 00:48:38	1996-02-01 00:48:38	20	20	.	correct	0	0	1	.	Geometry	138	0.2996	circle-circumference	6	0.3016	circumference	6	0.2912	circle-circumference	6	0.3036	circle-circumference	6	0.3035	circle-circumference	6	0.3035	circle-circumference	6	0.3036	circle-circumference	6	0.3036	Single-KC	138	0.2996	circle-circumference	6	0.3035	circle-circumference	6	0.3036	KC13	1	0.2029	circle-circumference	6	0.3036	circle-circumference	6	0.3105
4157	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_AREA	1	(RADIUS QUESTION3)	1996-02-01 00:49:05	1996-02-01 00:49:05	1996-02-01 00:49:06	1996-02-01 00:49:06	1	.	1	incorrect	1	0	1	.	Geometry	139	0.2995	circle-area	9	0.3757	area	101	0.2881	circle-area	10	0.3558	circle-area	10	0.3555	circle-area	10	0.3555	circle-area	10	0.3558	circle-area	10	0.3558	Single-KC	139	0.2995	circle-area	10	0.3555	circle-area	10	0.3558	KC86	1	0.4915	circle-area	10	0.3558	circle-area	10	0.3637
4158	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_AREA	1	(DIAMETER QUESTION3)	1996-02-01 00:49:06	1996-02-01 00:49:25	1996-02-01 00:49:26	1996-02-01 00:49:26	20	.	20	incorrect	1	0	1	.	Geometry	140	0.2995	circle-diameter	7	0.3607	diameter	7	0.3488	circle-diameter	7	0.3622	circle-diameter	7	0.3621	circle-diameter	7	0.3621	circle-diameter	7	0.3622	circle-diameter	7	0.3622	Single-KC	140	0.2995	circle-diameter	7	0.3621	circle-diameter	7	0.3622	KC63	1	0.5192	circle-diameter	7	0.3622	circle-diameter	7	0.3696
4159	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_AREA	1	(CIRCUMFERENCE QUESTION3)	1996-02-01 00:49:26	1996-02-01 00:49:29	1996-02-01 00:49:29	1996-02-01 00:49:29	3	3	.	correct	0	0	1	.	Geometry	141	0.2994	circle-circumference	7	0.2880	circumference	7	0.2789	circle-circumference	7	0.2897	circle-circumference	7	0.2896	circle-circumference	7	0.2896	circle-circumference	7	0.2897	circle-circumference	7	0.2897	Single-KC	141	0.2994	circle-circumference	7	0.2896	circle-circumference	7	0.2897	KC44	1	0.3467	circle-circumference	7	0.2897	circle-circumference	7	0.2962
4160	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_RADIUS	1	(DIAMETER QUESTION2)	1996-02-01 00:49:53	1996-02-01 00:49:53	1996-02-01 00:49:53	1996-02-01 00:49:53	0	0	.	correct	0	0	1	.	Geometry	142	0.2994	circle-diameter	8	0.3520	diameter	8	0.3414	circle-diameter	8	0.3533	circle-diameter	8	0.3533	circle-diameter	8	0.3533	circle-diameter	8	0.3533	circle-diameter	8	0.3533	Single-KC	142	0.2994	circle-diameter	8	0.3533	circle-diameter	8	0.3533	KC51	1	0.2382	circle-diameter	8	0.3533	circle-diameter	8	0.3604
4161	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_RADIUS	1	(AREA QUESTION2)	1996-02-01 00:49:53	1996-02-01 00:49:55	1996-02-01 00:49:55	1996-02-01 00:49:55	2	2	.	correct	0	0	1	.	Geometry	143	0.2993	circle-pi	2	0.1869	area	102	0.2876	circle-area	11	0.3404	circle-area	11	0.3401	circle-area	11	0.3401	circle-area	11	0.3404	circle-area	11	0.3404	Single-KC	143	0.2993	circle-area	11	0.3401	circle-area	11	0.3404	KC72	1	0.0710	circle-area	11	0.3404	circle-area	11	0.3481
4162	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_RADIUS	1	(CIRCUMFERENCE QUESTION2)	1996-02-01 00:49:55	1996-02-01 00:50:05	1996-02-01 00:50:05	1996-02-01 00:50:05	10	10	.	correct	0	0	1	.	Geometry	144	0.2993	circle-circumference	8	0.2748	circumference	8	0.2669	circle-circumference	8	0.2762	circle-circumference	8	0.2762	circle-circumference	8	0.2762	circle-circumference	8	0.2762	circle-circumference	8	0.2762	Single-KC	144	0.2993	circle-circumference	8	0.2762	circle-circumference	8	0.2762	KC14	1	0.0000	circle-circumference	8	0.2762	circle-circumference	8	0.2823
4163	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	1	(RADIUS QUESTION4)	1996-02-01 00:50:20	1996-02-01 00:50:20	1996-02-01 00:50:21	1996-02-01 00:50:21	1	.	1	incorrect	1	0	1	.	Geometry	145	0.2992	circle-diameter	9	0.3434	diameter	9	0.3341	circle-diameter	9	0.3446	circle-diameter	9	0.3445	circle-diameter	9	0.3445	circle-diameter	9	0.3446	circle-diameter	9	0.3446	Single-KC	145	0.2992	circle-diameter	9	0.3445	circle-diameter	9	0.3446	KC58	1	0.5955	circle-diameter	9	0.3446	circle-diameter	9	0.3513
4164	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	1	(DIAMETER QUESTION4)	1996-02-01 00:50:21	1996-02-01 00:50:27	1996-02-01 00:50:27	1996-02-01 00:50:27	6	6	.	correct	0	0	1	.	Geometry	146	0.2992	circle-circumference	9	0.2620	circumference	9	0.2553	circle-circumference	9	0.2631	circle-circumference	9	0.2631	circle-circumference	9	0.2631	circle-circumference	9	0.2631	circle-circumference	9	0.2631	Single-KC	146	0.2992	circle-circumference	9	0.2631	circle-circumference	9	0.2631	KC11	1	0.3103	circle-circumference	9	0.2631	circle-circumference	9	0.2689
4165	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_CIRCUMFERENCE	1	(AREA QUESTION4)	1996-02-01 00:50:27	1996-02-01 00:50:30	1996-02-01 00:50:30	1996-02-01 00:50:30	3	3	.	correct	0	0	1	.	Geometry	147	0.2991	circle-pi	3	0.1705	area	103	0.2871	circle-area	12	0.3252	circle-area	12	0.3250	circle-area	12	0.3250	circle-area	12	0.3252	circle-area	12	0.3252	Single-KC	147	0.2991	circle-area	12	0.3250	circle-area	12	0.3252	KC125	1	0.4660	circle-area	12	0.3252	circle-area	12	0.3327
4166	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_DIAMETER	2	(RADIUS QUESTION1)	1996-02-01 00:50:44	1996-02-01 00:50:44	1996-02-01 00:50:44	1996-02-01 00:50:44	0	0	.	correct	0	0	1	.	Geometry	148	0.2991	circle-diameter	10	0.3349	diameter	10	0.3269	circle-diameter	10	0.3359	circle-diameter	10	0.3359	circle-diameter	10	0.3359	circle-diameter	10	0.3359	circle-diameter	10	0.3359	Single-KC	148	0.2991	circle-diameter	10	0.3359	circle-diameter	10	0.3359	KC60	2	0.0954	circle-diameter	10	0.3359	circle-diameter	10	0.3422
4167	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_DIAMETER	2	(AREA QUESTION1)	1996-02-01 00:50:44	1996-02-01 00:50:46	1996-02-01 00:50:46	1996-02-01 00:50:46	2	2	.	correct	0	0	1	.	Geometry	149	0.2991	circle-pi	4	0.1553	area	104	0.2866	circle-area	13	0.3105	circle-area	13	0.3103	circle-area	13	0.3103	circle-area	13	0.3105	circle-area	13	0.3105	Single-KC	149	0.2991	circle-area	13	0.3103	circle-area	13	0.3105	KC130	2	0.0611	circle-area	13	0.3105	circle-area	13	0.3177
4168	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_DIAMETER	2	(CIRCUMFERENCE QUESTION1)	1996-02-01 00:50:46	1996-02-01 00:50:55	1996-02-01 00:50:56	1996-02-01 00:50:56	10	.	10	incorrect	1	0	1	.	Geometry	150	0.2990	circle-circumference	10	0.2495	circumference	10	0.2440	circle-circumference	10	0.2504	circle-circumference	10	0.2505	circle-circumference	10	0.2505	circle-circumference	10	0.2504	circle-circumference	10	0.2504	Single-KC	150	0.2990	circle-circumference	10	0.2505	circle-circumference	10	0.2504	KC13	2	0.2029	circle-circumference	10	0.2504	circle-circumference	10	0.2558
4169	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_AREA	2	(RADIUS QUESTION3)	1996-02-01 00:51:17	1996-02-01 00:51:17	1996-02-01 00:51:18	1996-02-01 00:51:18	1	.	1	incorrect	1	0	1	.	Geometry	151	0.2990	circle-area	10	0.3557	area	105	0.2861	circle-area	14	0.2961	circle-area	14	0.2960	circle-area	14	0.2960	circle-area	14	0.2961	circle-area	14	0.2961	Single-KC	151	0.2990	circle-area	14	0.2960	circle-area	14	0.2961	KC86	2	0.4915	circle-area	14	0.2961	circle-area	14	0.3031
4170	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_AREA	2	(DIAMETER QUESTION3)	1996-02-01 00:51:18	1996-02-01 00:52:00	1996-02-01 00:52:00	1996-02-01 00:52:00	42	42	.	correct	0	0	1	.	Geometry	152	0.2989	circle-diameter	11	0.3265	diameter	11	0.3198	circle-diameter	11	0.3273	circle-diameter	11	0.3273	circle-diameter	11	0.3273	circle-diameter	11	0.3273	circle-diameter	11	0.3273	Single-KC	152	0.2989	circle-diameter	11	0.3273	circle-diameter	11	0.3273	KC63	2	0.5192	circle-diameter	11	0.3273	circle-diameter	11	0.3333
4171	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_AREA	2	(CIRCUMFERENCE QUESTION3)	1996-02-01 00:52:00	1996-02-01 00:52:16	1996-02-01 00:52:17	1996-02-01 00:52:17	17	.	17	incorrect	1	0	1	.	Geometry	153	0.2989	circle-circumference	11	0.2375	circumference	11	0.2331	circle-circumference	11	0.2382	circle-circumference	11	0.2382	circle-circumference	11	0.2382	circle-circumference	11	0.2382	circle-circumference	11	0.2382	Single-KC	153	0.2989	circle-circumference	11	0.2382	circle-circumference	11	0.2382	KC44	2	0.3467	circle-circumference	11	0.2382	circle-circumference	11	0.2431
4172	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(RADIUS QUESTION1)	1996-02-01 00:52:32	1996-02-01 00:52:32	1996-02-01 00:52:33	1996-02-01 00:52:33	1	.	1	incorrect	1	0	1	.	Geometry	154	0.2988	circle-diameter	12	0.3183	diameter	12	0.3128	circle-diameter	12	0.3188	circle-diameter	12	0.3189	circle-diameter	12	0.3189	circle-diameter	12	0.3188	circle-diameter	12	0.3188	Single-KC	154	0.2988	circle-diameter	12	0.3189	circle-diameter	12	0.3188	KC15	2	0.1880	circle-diameter	12	0.3188	circle-diameter	12	0.3245
4173	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(AREA QUESTION1)	1996-02-01 00:52:33	1996-02-01 00:53:13	1996-02-01 00:53:13	1996-02-01 00:53:13	40	40	.	correct	0	0	1	.	Geometry	155	0.2988	circle-area	11	0.3362	area	106	0.2856	circle-area	15	0.2821	circle-area	15	0.2821	circle-area	15	0.2821	circle-area	15	0.2821	circle-area	15	0.2821	Single-KC	155	0.2988	circle-area	15	0.2821	circle-area	15	0.2821	KC4	2	0.1342	circle-area	15	0.2821	circle-area	15	0.2888
4174	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(CIRCUMFERENCE QUESTION1)	1996-02-01 00:53:13	1996-02-01 00:53:33	1996-02-01 00:53:33	1996-02-01 00:53:33	20	20	.	correct	0	0	1	.	Geometry	156	0.2987	circle-circumference	12	0.2259	circumference	12	0.2225	circle-circumference	12	0.2263	circle-circumference	12	0.2264	circle-circumference	12	0.2264	circle-circumference	12	0.2263	circle-circumference	12	0.2263	Single-KC	156	0.2987	circle-circumference	12	0.2264	circle-circumference	12	0.2263	KC107	2	0.2293	circle-circumference	12	0.2263	circle-circumference	12	0.2309
4175	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(AREA QUESTION2)	1996-02-01 00:53:33	1996-02-01 00:53:52	1996-02-01 00:53:52	1996-02-01 00:53:52	19	19	.	correct	0	0	1	.	Geometry	157	0.2987	circle-area	12	0.3173	area	107	0.2852	circle-area	16	0.2685	circle-area	16	0.2685	circle-area	16	0.2685	circle-area	16	0.2685	circle-area	16	0.2685	Single-KC	157	0.2987	circle-area	16	0.2685	circle-area	16	0.2685	KC93	2	0.0000	circle-area	16	0.2685	circle-area	16	0.2750
4176	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(CIRCUMFERENCE QUESTION2)	1996-02-01 00:53:52	1996-02-01 00:54:09	1996-02-01 00:54:09	1996-02-01 00:54:09	17	17	.	correct	0	0	1	.	Geometry	158	0.2986	circle-circumference	13	0.2147	circumference	13	0.2122	circle-circumference	13	0.2149	circle-circumference	13	0.2150	circle-circumference	13	0.2150	circle-circumference	13	0.2149	circle-circumference	13	0.2149	Single-KC	158	0.2986	circle-circumference	13	0.2150	circle-circumference	13	0.2149	KC74	2	0.1960	circle-circumference	13	0.2149	circle-circumference	13	0.2191
4177	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(DIAMETER QUESTION2)	1996-02-01 00:54:09	1996-02-01 00:54:20	1996-02-01 00:54:20	1996-02-01 00:54:20	11	11	.	correct	0	0	1	.	Geometry	159	0.2986	circle-diameter	13	0.3101	diameter	13	0.3058	circle-diameter	13	0.3105	circle-diameter	13	0.3106	circle-diameter	13	0.3106	circle-diameter	13	0.3105	circle-diameter	13	0.3105	Single-KC	159	0.2986	circle-diameter	13	0.3106	circle-diameter	13	0.3105	KC82	2	0.0000	circle-diameter	13	0.3105	circle-diameter	13	0.3158
4178	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(RADIUS QUESTION3)	1996-02-01 00:54:20	1996-02-01 00:54:27	1996-02-01 00:54:27	1996-02-01 00:54:27	7	7	.	correct	0	0	1	.	Geometry	160	0.2985	circle-area	13	0.2989	area	108	0.2847	circle-area	17	0.2554	circle-area	17	0.2554	circle-area	17	0.2554	circle-area	17	0.2554	circle-area	17	0.2554	Single-KC	160	0.2985	circle-area	17	0.2554	circle-area	17	0.2554	KC71	2	0.5284	circle-area	17	0.2554	circle-area	17	0.2615
4179	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(DIAMETER QUESTION3)	1996-02-01 00:54:27	1996-02-01 00:55:19	1996-02-01 00:55:19	1996-02-01 00:55:19	52	52	.	correct	0	0	1	.	Geometry	161	0.2985	circle-diameter	14	0.3021	diameter	14	0.2990	circle-diameter	14	0.3023	circle-diameter	14	0.3024	circle-diameter	14	0.3024	circle-diameter	14	0.3023	circle-diameter	14	0.3023	Single-KC	161	0.2985	circle-diameter	14	0.3024	circle-diameter	14	0.3023	KC120	2	0.1261	circle-diameter	14	0.3023	circle-diameter	14	0.3073
4180	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(CIRCUMFERENCE QUESTION3)	1996-02-01 00:55:19	1996-02-01 00:55:24	1996-02-01 00:55:24	1996-02-01 00:55:24	5	5	.	correct	0	0	1	.	Geometry	162	0.2984	circle-circumference	14	0.2038	circumference	14	0.2023	circle-circumference	14	0.2039	circle-circumference	14	0.2040	circle-circumference	14	0.2040	circle-circumference	14	0.2039	circle-circumference	14	0.2039	Single-KC	162	0.2984	circle-circumference	14	0.2040	circle-circumference	14	0.2039	KC117	2	0.0000	circle-circumference	14	0.2039	circle-circumference	14	0.2078
4181	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(RADIUS QUESTION4)	1996-02-01 00:55:24	1996-02-01 00:55:37	1996-02-01 00:55:37	1996-02-01 00:55:37	13	13	.	correct	0	0	1	.	Geometry	163	0.2984	circle-diameter	15	0.2941	diameter	15	0.2922	circle-diameter	15	0.2942	circle-diameter	15	0.2943	circle-diameter	15	0.2943	circle-diameter	15	0.2942	circle-diameter	15	0.2942	Single-KC	163	0.2984	circle-diameter	15	0.2943	circle-diameter	15	0.2942	KC123	2	0.3642	circle-diameter	15	0.2942	circle-diameter	15	0.2989
4182	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(DIAMETER QUESTION4)	1996-02-01 00:55:37	1996-02-01 00:56:16	1996-02-01 00:56:17	1996-02-01 00:56:17	40	.	40	incorrect	1	0	1	.	Geometry	164	0.2984	circle-circumference	15	0.1934	circumference	15	0.1928	circle-circumference	15	0.1933	circle-circumference	15	0.1935	circle-circumference	15	0.1935	circle-circumference	15	0.1933	circle-circumference	15	0.1933	Single-KC	164	0.2984	circle-circumference	15	0.1935	circle-circumference	15	0.1933	KC70	2	0.1180	circle-circumference	15	0.1933	circle-circumference	15	0.1968
4183	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	CIRCLE_O	2	(AREA QUESTION4)	1996-02-01 00:56:17	1996-02-01 00:56:28	1996-02-01 00:56:28	1996-02-01 00:56:28	11	11	.	correct	0	0	1	.	Geometry	165	0.2983	circle-area	14	0.2811	area	109	0.2842	circle-area	18	0.2426	circle-area	18	0.2427	circle-area	18	0.2427	circle-area	18	0.2426	circle-area	18	0.2426	Single-KC	165	0.2983	circle-area	18	0.2427	circle-area	18	0.2426	KC31	2	0.1312	circle-area	18	0.2426	circle-area	18	0.2485
4184	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(TROG-HEIGHT QUESTION1)	1996-02-01 00:56:42	1996-02-01 00:56:42	1996-02-01 00:56:43	1996-02-01 00:56:43	1	.	1	incorrect	1	0	1	.	Geometry	166	0.2983	equi-tri-height?	1	0.8943	equi-tri-height?	1	0.8850	equi-tri-height?	1	0.8945	equi-tri-height?	1	0.8943	equi-tri-height?	1	0.8943	equi-tri-height?	1	0.8945	equi-tri-height?	1	0.8945	Single-KC	166	0.2983	equi-tri-height?	1	0.8943	equi-tri-height?	1	0.8945	KC85	1	0.9251	equi-tri-height?	1	0.8945	equi-tri-height?	1	0.8982
4185	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(TROG-AREA QUESTION1)	1996-02-01 00:56:43	1996-02-01 01:00:11	1996-02-01 01:00:11	1996-02-01 01:00:11	208	208	.	correct	0	0	1	.	Geometry	167	0.2982	triangle-area	17	0.2764	area	110	0.2837	triangle-area	17	0.2765	triangle-area	17	0.2768	triangle-area	17	0.2768	triangle-area	17	0.2765	triangle-area	17	0.2765	Single-KC	167	0.2982	triangle-area	17	0.2768	triangle-area	17	0.2765	KC78	1	0.3202	triangle-area	17	0.2765	triangle-area	17	0.2832
4186	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(SQUARE-AREA QUESTION1)	1996-02-01 01:00:11	1996-02-01 01:00:40	1996-02-01 01:00:40	1996-02-01 01:00:40	29	29	.	correct	0	0	1	.	Geometry	168	0.2982	square-area	4	0.1015	area	111	0.2832	sq_rect-area	20	0.1003	square-area	4	0.1014	square-area	4	0.1014	square-rect-area	20	0.1003	square-rect-area	20	0.1003	Single-KC	168	0.2982	square-area	4	0.1014	rectangle-area	20	0.1003	KC67	1	0.0560	square-rect-area	20	0.1003	square-rect-area	14	0.0980
4187	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(SCRAP-METAL-AREA QUESTION1)	1996-02-01 01:00:40	1996-02-01 01:01:14	1996-02-01 01:01:15	1996-02-01 01:01:15	35	.	35	incorrect	1	0	1	.	Geometry	169	0.2981	compose-by-addition	8	0.3493	compose-by-addition	8	0.3464	compose-by-addition	8	0.3497	compose-by-addition	8	0.3494	compose-by-addition	8	0.3494	compose-by-addition	8	0.3497	compose-by-addition	8	0.3497	Single-KC	169	0.2981	compose-by-addition	8	0.3494	compose-by-addition	8	0.3497	KC104	1	0.3202	compose-by-addition	8	0.3497	compose-by-addition	5	0.3856
4188	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(TROG-HEIGHT QUESTION2)	1996-02-01 01:01:15	1996-02-01 01:01:35	1996-02-01 01:01:36	1996-02-01 01:01:36	21	.	21	incorrect	1	0	1	.	Geometry	170	0.2981	equi-tri-height?	2	0.7123	equi-tri-height?	2	0.6966	equi-tri-height?	2	0.7128	equi-tri-height?	2	0.7124	equi-tri-height?	2	0.7124	equi-tri-height?	2	0.7128	equi-tri-height?	2	0.7128	Single-KC	170	0.2981	equi-tri-height?	2	0.7124	equi-tri-height?	2	0.7128	KC100	1	0.6771	equi-tri-height?	2	0.7128	equi-tri-height?	2	0.7205
4189	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(TROG-AREA QUESTION2)	1996-02-01 01:01:36	1996-02-01 01:02:05	1996-02-01 01:02:06	1996-02-01 01:02:06	30	.	30	incorrect	1	0	1	.	Geometry	171	0.2980	triangle-area	18	0.2709	area	112	0.2827	triangle-area	18	0.2710	triangle-area	18	0.2713	triangle-area	18	0.2713	triangle-area	18	0.2710	triangle-area	18	0.2710	Single-KC	171	0.2980	triangle-area	18	0.2713	triangle-area	18	0.2710	KC5	1	0.4910	triangle-area	18	0.2710	triangle-area	18	0.2776
4190	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(SQUARE-AREA QUESTION2)	1996-02-01 01:02:06	1996-02-01 01:02:32	1996-02-01 01:02:32	1996-02-01 01:02:32	26	26	.	correct	0	0	1	.	Geometry	172	0.2980	square-area	5	0.1015	area	113	0.2822	sq_rect-area	21	0.0982	square-area	5	0.1014	square-area	5	0.1014	square-rect-area	21	0.0982	square-rect-area	21	0.0982	Single-KC	172	0.2980	square-area	5	0.1014	rectangle-area	21	0.0982	KC45	1	0.1106	square-rect-area	21	0.0982	square-rect-area	15	0.0948
4191	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(SCRAP-METAL-AREA QUESTION2)	1996-02-01 01:02:32	1996-02-01 01:02:36	1996-02-01 01:02:36	1996-02-01 01:02:36	4	4	.	correct	0	0	1	.	Geometry	173	0.2979	compose-by-addition	9	0.3493	compose-by-addition	9	0.3464	compose-by-addition	9	0.3497	compose-by-addition	9	0.3494	compose-by-addition	9	0.3494	compose-by-addition	9	0.3497	compose-by-addition	9	0.3497	Single-KC	173	0.2979	compose-by-addition	9	0.3494	compose-by-addition	9	0.3497	KC84	1	0.1637	compose-by-addition	9	0.3497	compose-by-addition	6	0.3856
4192	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(TROG-HEIGHT QUESTION3)	1996-02-01 01:02:36	1996-02-01 01:02:52	1996-02-01 01:02:52	1996-02-01 01:02:52	16	16	.	correct	0	0	1	.	Geometry	174	0.2979	equi-tri-height?	3	0.4202	equi-tri-height?	3	0.4065	equi-tri-height?	3	0.4208	equi-tri-height?	3	0.4203	equi-tri-height?	3	0.4203	equi-tri-height?	3	0.4208	equi-tri-height?	3	0.4208	Single-KC	174	0.2979	equi-tri-height?	3	0.4203	equi-tri-height?	3	0.4208	KC19	1	0.3926	equi-tri-height?	3	0.4208	equi-tri-height?	3	0.4294
4193	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(TROG-AREA QUESTION3)	1996-02-01 01:02:52	1996-02-01 01:04:28	1996-02-01 01:04:28	1996-02-01 01:04:28	96	96	.	correct	0	0	1	.	Geometry	175	0.2978	triangle-area	19	0.2655	area	114	0.2817	triangle-area	19	0.2656	triangle-area	19	0.2659	triangle-area	19	0.2659	triangle-area	19	0.2656	triangle-area	19	0.2656	Single-KC	175	0.2978	triangle-area	19	0.2659	triangle-area	19	0.2656	KC46	1	0.2153	triangle-area	19	0.2656	triangle-area	19	0.2721
4194	All Data	Stu_d7f18a5fa205a889b0c5b0b56a7127d3	Unit Area	TROGS	1	(SQUARE-AREA QUESTION3)	1996-02-01 01:04:28	1996-02-01 01:06:24	1996-02-01 01:06:24	1996-02-01 01:06:24	116	116	.	correct	0	0	1	.	Geometry	176	0.2978	square-area	6	0.1015	area	115	0.2813	sq_rect-area	22	0.0962	square-area	6	0.1014	square-area	6	0.1014	square-rect-area	22	0.0962	square-rect-area	22	0.0962	Single-KC	176	0.2978	square-area	6	0.1014	rectangle-area	22	0.0962	KC43	1	0.1106	square-rect-area	22	0.0962	square-rect-area	16	0.0916
