"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Step Name","Step Start Time","First Transaction Time","Correct Transaction Time","Step End Time","Step Duration (sec)","Correct Step Duration (sec)","Error Step Duration (sec)","First Attempt","Incorrects","Hints","Corrects","Condition","KC (Geometry)","Opportunity (Geometry)","Predicted Error Rate (Geometry)","KC (KRE_circle_area)","Opportunity (KRE_circle_area)","Predicted Error Rate (KRE_circle_area)","KC (Khushboo)","Opportunity (Khushboo)","Predicted Error Rate (Khushboo)","KC (MJB-SQRECT-Merge)","Opportunity (MJB-SQRECT-Merge)","Predicted Error Rate (MJB-SQRECT-Merge)","KC (MyKC)","Opportunity (MyKC)","Predicted Error Rate (MyKC)","KC (NNEWWW)","Opportunity (NNEWWW)","Predicted Error Rate (NNEWWW)","KC (New)","Opportunity (New)","Predicted Error Rate (New)","KC (NewModel)","Opportunity (NewModel)","Predicted Error Rate (NewModel)","KC (Single-KC)","Opportunity (Single-KC)","Predicted Error Rate (Single-KC)","KC (Textbook)","Opportunity (Textbook)","Predicted Error Rate (Textbook)","KC (Textbook-test)","Opportunity (Textbook-test)","Predicted Error Rate (Textbook-test)","KC (Unique-step)","Opportunity (Unique-step)","Predicted Error Rate (Unique-step)","KC (Zhulin_Textbook11_SquareRectMerge)","Opportunity (Zhulin_Textbook11_SquareRectMerge)","Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)","KC (new KC model name)","Opportunity (new KC model name)","Predicted Error Rate (new KC model name)"
"3571",3571,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",1,"(POG-AREA QUESTION3)","1996-02-01 00:34:34","1996-02-01 00:34:41","1996-02-01 00:34:41","1996-02-01 00:34:41",7,7,9.94921395680587,"correct",0,0,1,0,"Geometry",166,0.2225,"circle-area",19,0.139,"area",97,0.2062,"circle-area",23,0.1269,"circle-area",23,0.1266,"circle-area",23,0.1266,"circle-area",23,0.1269,"circle-area",23,0.1269,"Single-KC",166,0.2225,"circle-area",23,0.1266,"circle-area",23,0.1269,43,1,0.043,"circle-area",23,0.1269,1,23,0.1224
"3572",3572,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",1,"(SQUARE-AREA QUESTION3)","1996-02-01 00:34:41","1996-02-01 00:34:46","1996-02-01 00:34:46","1996-02-01 00:34:46",5,5,10.9022105924961,"correct",0,0,1,0,"Geometry",167,0.2225,"square-area",10,0.0669,"area",98,0.2059,"sq_rect-area",32,0.0509,"square-area",10,0.0668,"square-area",10,0.0668,"square-rect-area",32,0.0509,"square-rect-area",32,0.0509,"Single-KC",167,0.2225,"square-area",10,0.0668,"rectangle-area",32,0.0509,79,1,0.043,"square-rect-area",32,0.0509,9,26,0.0398
"3573",3573,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",1,"(SCRAP-METAL-AREA QUESTION3)","1996-02-01 00:34:46","1996-02-01 00:34:56","1996-02-01 00:34:56","1996-02-01 00:34:56",10,10,11.6316264803894,"correct",0,0,1,0,"Geometry",168,0.2225,"compose-by-addition",17,0.2543,"compose-by-addition",17,0.2521,"compose-by-addition",17,0.2553,"compose-by-addition",17,0.2543,"compose-by-addition",17,0.2543,"compose-by-addition",17,0.2553,"compose-by-addition",17,0.2553,"Single-KC",168,0.2225,"compose-by-addition",17,0.2543,"compose-by-addition",17,0.2553,108,1,0.1351,"compose-by-addition",17,0.2553,4,14,0.2714
"3574",3574,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","ONE_CIRCLE_IN_CIRCLE",1,"(CIRCLE-AREA_C QUESTION1)","1996-02-01 00:35:04","1996-02-01 00:35:04","1996-02-01 00:35:04","1996-02-01 00:35:04",0,0,12.0325326172894,"correct",0,0,1,0,"Geometry",169,0.2224,"circle-area",20,0.129,"area",99,0.2055,"circle-area",24,0.1195,"circle-area",24,0.1193,"circle-area",24,0.1193,"circle-area",24,0.1195,"circle-area",24,0.1195,"Single-KC",169,0.2224,"circle-area",24,0.1193,"circle-area",24,0.1195,65,1,0.176,"circle-area",24,0.1195,1,24,0.1152
"3575",3575,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","ONE_CIRCLE_IN_CIRCLE",1,"(CIRCLE-AREA_A QUESTION1)","1996-02-01 00:35:04","1996-02-01 00:35:15","1996-02-01 00:35:16","1996-02-01 00:35:16",12,-4.06572295614869,12,"incorrect",1,0,1,0,"Geometry",170,0.2224,"compose-by-addition",18,0.2543,"compose-by-addition",18,0.2521,"compose-by-addition",18,0.2553,"compose-by-addition",18,0.2543,"compose-by-addition",18,0.2543,"compose-by-addition",18,0.2553,"compose-by-addition",18,0.2553,"Single-KC",170,0.2224,"compose-by-addition",18,0.2543,"compose-by-addition",18,0.2553,130,1,0.5547,"compose-by-addition",18,0.2553,4,15,0.2714
"3576",3576,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"(CIRCLE-AREA QUESTION1)","1996-02-01 00:35:27","1996-02-01 00:35:27","1996-02-01 00:35:27","1996-02-01 00:35:27",0,0,11.3086374182496,"correct",0,0,1,0,"Geometry",171,0.2223,"circle-area",21,0.1197,"area",100,0.2051,"circle-area",25,0.1125,"circle-area",25,0.1124,"circle-area",25,0.1124,"circle-area",25,0.1125,"circle-area",25,0.1125,"Single-KC",171,0.2223,"circle-area",25,0.1124,"circle-area",25,0.1125,84,1,0.0752,"circle-area",25,0.1125,1,25,0.1084
"3577",3577,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"(SQUARE-AREA QUESTION1)","1996-02-01 00:35:27","1996-02-01 00:35:33","1996-02-01 00:35:33","1996-02-01 00:35:33",6,6,9.25120483346552,"correct",0,0,1,0,"Geometry",172,0.2223,"square-area",11,0.0668,"area",101,0.2047,"sq_rect-area",33,0.0498,"square-area",11,0.0668,"square-area",11,0.0668,"square-rect-area",33,0.0498,"square-rect-area",33,0.0498,"Single-KC",172,0.2223,"square-area",11,0.0668,"rectangle-area",33,0.0498,91,1,0,"square-rect-area",33,0.0498,9,27,0.0384
"3578",3578,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"(SHADED-AREA QUESTION1)","1996-02-01 00:35:33","1996-02-01 00:35:37","1996-02-01 00:35:38","1996-02-01 00:35:38",5,10.2245097233182,5,"incorrect",1,0,1,0,"Geometry",173,0.2223,"compose-by-addition",19,0.2543,"compose-by-addition",19,0.2521,"compose-by-addition",19,0.2553,"compose-by-addition",19,0.2543,"compose-by-addition",19,0.2543,"compose-by-addition",19,0.2553,"compose-by-addition",19,0.2553,"Single-KC",173,0.2223,"compose-by-addition",19,0.2543,"compose-by-addition",19,0.2553,46,1,0.4911,"compose-by-addition",19,0.2553,4,16,0.2714
"3579",3579,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"(CIRCLE-AREA_O QUESTION1)","1996-02-01 00:35:44","1996-02-01 00:35:44","1996-02-01 00:35:45","1996-02-01 00:35:45",1,12.1648175631912,1,"incorrect",1,0,1,0,"Geometry",174,0.2222,"circle-area",22,0.1109,"area",102,0.2043,"circle-area",26,0.1059,"circle-area",26,0.1058,"circle-area",26,0.1058,"circle-area",26,0.1059,"circle-area",26,0.1059,"Single-KC",174,0.2222,"circle-area",26,0.1058,"circle-area",26,0.1059,113,1,0.1552,"circle-area",26,0.1059,0.999999999999999,26,0.102
"3580",3580,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"(CIRCLE-AREA_S QUESTION1)","1996-02-01 00:35:45","1996-02-01 00:35:57","1996-02-01 00:35:57","1996-02-01 00:35:57",12,12,8.08486625474617,"correct",0,0,1,0,"Geometry",175,0.2222,"circle-area",23,0.1026,"area",103,0.2039,"circle-area",27,0.0996,"circle-area",27,0.0995,"circle-area",27,0.0995,"circle-area",27,0.0996,"circle-area",27,0.0996,"Single-KC",175,0.2222,"circle-area",27,0.0995,"circle-area",27,0.0996,57,1,0.0802,"circle-area",27,0.0996,1,27,0.0959
"3581",3581,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"(CIRCLE-RADIUS_AB QUESTION1)","1996-02-01 00:35:57","1996-02-01 00:36:04","1996-02-01 00:36:04","1996-02-01 00:36:04",7,7,21.5528076251307,"correct",0,0,1,0,"Geometry",176,0.2222,"compose-by-addition",20,0.2543,"compose-by-addition",20,0.2521,"compose-by-addition",20,0.2553,"compose-by-addition",20,0.2543,"compose-by-addition",20,0.2543,"compose-by-addition",20,0.2553,"compose-by-addition",20,0.2553,"Single-KC",176,0.2222,"compose-by-addition",20,0.2543,"compose-by-addition",20,0.2553,59,1,0.4742,"compose-by-addition",20,0.2553,4,17,0.2714
"3582",3582,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"(SHADED-AREA QUESTION1)","1996-02-01 00:36:04","1996-02-01 00:36:35","1996-02-01 00:36:36","1996-02-01 00:36:36",32,-7.46664287886356,32,"incorrect",1,0,1,0,"Geometry",177,0.2221,"compose-by-addition",21,0.2543,"compose-by-addition",21,0.2521,"compose-by-addition",21,0.2553,"compose-by-addition",21,0.2543,"compose-by-addition",21,0.2543,"compose-by-addition",21,0.2553,"compose-by-addition",21,0.2553,"Single-KC",177,0.2221,"compose-by-addition",21,0.2543,"compose-by-addition",21,0.2553,34,1,0.5632,"compose-by-addition",21,0.2553,4,18,0.2714
"3583",3583,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"(CIRCLE-AREA QUESTION1)","1996-02-01 00:36:55","1996-02-01 00:36:55","1996-02-01 00:36:55","1996-02-01 00:36:55",0,-3.5527136788005e-15,32.3897318100559,"correct",0,0,1,0,"Geometry",178,0.2221,"circle-area",24,0.095,"area",104,0.2035,"circle-area",28,0.0937,"circle-area",28,0.0936,"circle-area",28,0.0936,"circle-area",28,0.0937,"circle-area",28,0.0937,"Single-KC",178,0.2221,"circle-area",28,0.0936,"circle-area",28,0.0937,45,1,0.0367,"circle-area",28,0.0937,0.999999999999999,28,0.0901
"3584",3584,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"(SQUARE-BASE QUESTION1)","1996-02-01 00:36:55","1996-02-01 00:37:27","1996-02-01 00:37:27","1996-02-01 00:37:27",32,32,25.1537416534218,"correct",0,0,1,0,"Geometry",179,0.222,"compose-by-multiplication",20,0.0619,"compose-by-multiplication",20,0.061,"compose-by-multiplication",20,0.0621,"compose-by-multiplication",20,0.062,"compose-by-multiplication",20,0.062,"compose-by-multiplication",20,0.0621,"compose-by-multiplication",20,0.0621,"Single-KC",179,0.222,"compose-by-multiplication",20,0.062,"compose-by-multiplication",20,0.0621,15,1,0.3977,"compose-by-multiplication",20,0.0621,5,20,0.0597
"3585",3585,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(POG-AREA QUESTION1)","1996-02-01 00:38:10","1996-02-01 00:38:10","1996-02-01 00:38:10","1996-02-01 00:38:10",0,-7.105427357601e-15,15.0908806700769,"correct",0,0,1,0,"Geometry",180,0.222,"circle-area",25,0.0878,"area",105,0.2031,"circle-area",29,0.0881,"circle-area",29,0.088,"circle-area",29,0.088,"circle-area",29,0.0881,"circle-area",29,0.0881,"Single-KC",180,0.222,"circle-area",29,0.088,"circle-area",29,0.0881,38,2,0,"circle-area",29,0.0881,1,29,0.0847
"3586",3586,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(SQUARE-AREA QUESTION1)","1996-02-01 00:38:10","1996-02-01 00:38:16","1996-02-01 00:38:17","1996-02-01 00:38:17",7,-8.77194151947229,7,"incorrect",1,0,1,0,"Geometry",181,0.222,"square-area",12,0.0668,"area",106,0.2027,"sq_rect-area",34,0.0487,"square-area",12,0.0668,"square-area",12,0.0668,"square-rect-area",34,0.0487,"square-rect-area",34,0.0487,"Single-KC",181,0.222,"square-area",12,0.0668,"rectangle-area",34,0.0487,83,2,0.1204,"square-rect-area",34,0.0487,9,28,0.0371
"3587",3587,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(SCRAP-METAL-AREA QUESTION1)","1996-02-01 00:38:17","1996-02-01 00:38:22","1996-02-01 00:38:22","1996-02-01 00:38:22",5,5,4.59465342184583,"correct",0,0,1,0,"Geometry",182,0.2219,"compose-by-addition",22,0.2543,"compose-by-addition",22,0.2521,"compose-by-addition",22,0.2553,"compose-by-addition",22,0.2543,"compose-by-addition",22,0.2543,"compose-by-addition",22,0.2553,"compose-by-addition",22,0.2553,"Single-KC",182,0.2219,"compose-by-addition",22,0.2543,"compose-by-addition",22,0.2553,127,2,0.2927,"compose-by-addition",22,0.2553,4,19,0.2714
"3588",3588,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(POG-AREA QUESTION2)","1996-02-01 00:38:22","1996-02-01 00:38:32","1996-02-01 00:38:32","1996-02-01 00:38:32",10,10,7.24720526897158,"correct",0,0,1,0,"Geometry",183,0.2219,"circle-area",26,0.0811,"area",107,0.2023,"circle-area",30,0.0827,"circle-area",30,0.0827,"circle-area",30,0.0827,"circle-area",30,0.0827,"circle-area",30,0.0827,"Single-KC",183,0.2219,"circle-area",30,0.0827,"circle-area",30,0.0827,86,2,0.0756,"circle-area",30,0.0827,1,30,0.0795
"3589",3589,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(SQUARE-AREA QUESTION2)","1996-02-01 00:38:32","1996-02-01 00:38:37","1996-02-01 00:38:37","1996-02-01 00:38:37",5,5,13.2447225134101,"correct",0,0,1,0,"Geometry",184,0.2218,"square-area",13,0.0668,"area",108,0.202,"sq_rect-area",35,0.0476,"square-area",13,0.0668,"square-area",13,0.0668,"square-rect-area",35,0.0476,"square-rect-area",35,0.0476,"Single-KC",184,0.2218,"square-area",13,0.0668,"rectangle-area",35,0.0476,88,2,0.0279,"square-rect-area",35,0.0476,9,29,0.0358
"3590",3590,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(POG-AREA QUESTION3)","1996-02-01 00:38:37","1996-02-01 00:38:39","1996-02-01 00:38:39","1996-02-01 00:38:39",2,2,20.8742721271944,"correct",0,0,1,0,"Geometry",185,0.2218,"circle-area",27,0.0749,"area",109,0.2016,"circle-area",31,0.0777,"circle-area",31,0.0777,"circle-area",31,0.0777,"circle-area",31,0.0777,"circle-area",31,0.0777,"Single-KC",185,0.2218,"circle-area",31,0.0777,"circle-area",31,0.0777,43,2,0,"circle-area",31,0.0777,1,31,0.0747
"3591",3591,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(SQUARE-AREA QUESTION3)","1996-02-01 00:38:39","1996-02-01 00:38:44","1996-02-01 00:38:44","1996-02-01 00:38:44",5,5,28.4229210823572,"correct",0,0,1,0,"Geometry",186,0.2218,"square-area",14,0.0668,"area",110,0.2012,"sq_rect-area",36,0.0466,"square-area",14,0.0668,"square-area",14,0.0668,"square-rect-area",36,0.0466,"square-rect-area",36,0.0466,"Single-KC",186,0.2218,"square-area",14,0.0668,"rectangle-area",36,0.0466,79,2,0,"square-rect-area",36,0.0466,9,30,0.0345
"3592",3592,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(SCRAP-METAL-AREA QUESTION2)","1996-02-01 00:38:44","1996-02-01 00:38:47","1996-02-01 00:38:47","1996-02-01 00:38:47",3,3,34.1777363509314,"correct",0,0,1,0,"Geometry",187,0.2217,"compose-by-addition",23,0.2543,"compose-by-addition",23,0.2521,"compose-by-addition",23,0.2553,"compose-by-addition",23,0.2543,"compose-by-addition",23,0.2543,"compose-by-addition",23,0.2553,"compose-by-addition",23,0.2553,"Single-KC",187,0.2217,"compose-by-addition",23,0.2543,"compose-by-addition",23,0.2553,60,2,0.235,"compose-by-addition",23,0.2553,4,20,0.2714
"3593",3593,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","POGS",2,"(SCRAP-METAL-AREA QUESTION3)","1996-02-01 00:38:47","1996-02-01 00:38:59","1996-02-01 00:38:59","1996-02-01 00:38:59",12,12,36.4257849049499,"correct",0,0,1,0,"Geometry",188,0.2217,"compose-by-addition",24,0.2543,"compose-by-addition",24,0.2521,"compose-by-addition",24,0.2553,"compose-by-addition",24,0.2543,"compose-by-addition",24,0.2543,"compose-by-addition",24,0.2553,"compose-by-addition",24,0.2553,"Single-KC",188,0.2217,"compose-by-addition",24,0.2543,"compose-by-addition",24,0.2553,108,2,0.0827,"compose-by-addition",24,0.2553,4,21,0.2714
"3594",3594,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_SQUARE",2,"(SQUARE-BASE QUESTION1)","1996-02-01 00:39:09","1996-02-01 00:39:09","1996-02-01 00:39:09","1996-02-01 00:39:09",0,0,33.4541337164456,"correct",0,0,1,0,"Geometry",189,0.2217,"compose-by-multiplication",21,0.0556,"compose-by-multiplication",21,0.055,"compose-by-multiplication",21,0.0557,"compose-by-multiplication",21,0.0557,"compose-by-multiplication",21,0.0557,"compose-by-multiplication",21,0.0557,"compose-by-multiplication",21,0.0557,"Single-KC",189,0.2217,"compose-by-multiplication",21,0.0557,"compose-by-multiplication",21,0.0557,15,2,0.2459,"compose-by-multiplication",21,0.0557,5,21,0.0536
"3595",3595,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_SQUARE",2,"(SQUARE-AREA QUESTION1)","1996-02-01 00:39:09","1996-02-01 00:39:11","1996-02-01 00:39:11","1996-02-01 00:39:11",2,2,23.5498497574514,"correct",0,0,1,0,"Geometry",190,0.2216,"square-area",15,0.0667,"area",111,0.2008,"sq_rect-area",37,0.0455,"square-area",15,0.0668,"square-area",15,0.0668,"square-rect-area",37,0.0455,"square-rect-area",37,0.0455,"Single-KC",190,0.2216,"square-area",15,0.0668,"rectangle-area",37,0.0455,55,1,0.1533,"square-rect-area",37,0.0455,9,31,0.0333
"3596",3596,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_SQUARE",2,"(UNSHADED-AREA QUESTION1)","1996-02-01 00:39:11","1996-02-01 00:39:15","1996-02-01 00:39:16","1996-02-01 00:39:16",5,21.3503562588254,5.00000000000004,"incorrect",1,0,1,0,"Geometry",191,0.2216,"compose-by-multiplication",22,0.0499,"compose-by-multiplication",22,0.0496,"compose-by-multiplication",22,0.05,"compose-by-multiplication",22,0.05,"compose-by-multiplication",22,0.05,"compose-by-multiplication",22,0.05,"compose-by-multiplication",22,0.05,"Single-KC",191,0.2216,"compose-by-multiplication",22,0.05,"compose-by-multiplication",22,0.05,1,1,0.5815,"compose-by-multiplication",22,0.05,5,22,0.0481
"3597",3597,"All Data","Stu_ca9efbdfd732adc02df2ab44092e1e85","Unit Area","TWO_CIRCLES_IN_SQUARE",2,"(SHADED-AREA QUESTION1)","1996-02-01 00:39:16","1996-02-01 00:39:51","1996-02-01 00:39:51","1996-02-01 00:39:51",35,35,-15.6723324561077,"correct",0,0,1,0,"Geometry",192,0.2215,"compose-by-addition",25,0.2543,"compose-by-addition",25,0.2521,"compose-by-addition",25,0.2553,"compose-by-addition",25,0.2543,"compose-by-addition",25,0.2543,"compose-by-addition",25,0.2553,"compose-by-addition",25,0.2553,"Single-KC",192,0.2215,"compose-by-addition",25,0.2543,"compose-by-addition",25,0.2553,129,1,0.5439,"compose-by-addition",25,0.2553,4,22,0.2714
"3598",3598,"All Data","Stu_cb3d89b01d6bcca7d74386e95e3914f0","Unit Area","TRAPEZOID_BASE",1,"(LONGER-BASE QUESTION2)","1996-02-01 00:00:06","1996-02-01 00:00:06","1996-02-01 00:00:07","1996-02-01 00:00:07",1,24.9119378435097,1,"incorrect",1,0,1,0,"Geometry",1,0.5039,"trapezoid-area",1,0.6996,"area",1,0.5075,"trapezoid-area",1,0.6988,"trapezoid-area",1,0.6991,"trapezoid-area",1,0.6991,"trapezoid-area",1,0.6988,"trapezoid-area",1,0.6988,"Single-KC",1,0.5039,"trapezoid-area",1,0.6991,"trapezoid-area",1,0.6988,4.99999999999999,1,0.5505,"trapezoid-area",1,0.6988,10,1,0.6997
"3599",3599,"All Data","Stu_cb3d89b01d6bcca7d74386e95e3914f0","Unit Area","TRAPEZOID_ABCD",1,"(AREA QUESTION1)","1996-02-01 00:00:17","1996-02-01 00:00:17","1996-02-01 00:00:17","1996-02-01 00:01:50",6,6,73.3212467815353,"correct",0,0,2,0,"Geometry",2,0.5038,"trapezoid-area",2,0.68,"area",2,0.5069,"trapezoid-area",2,0.6793,"trapezoid-area",2,0.6795,"trapezoid-area",2,0.6795,"trapezoid-area",2,0.6793,"trapezoid-area",2,0.6793,"Single-KC",2,0.5038,"trapezoid-area",2,0.6795,"trapezoid-area",2,0.6793,104,1,0.758,"trapezoid-area",2,0.6792,10,2,0.6795
"3600",3600,"All Data","Stu_cb3d89b01d6bcca7d74386e95e3914f0","Unit Area","TRAPEZOID_ABCD",1,"(LONGER-BASE QUESTION2)","1996-02-01 00:00:17","1996-02-01 00:01:32","1996-02-01 00:01:33","1996-02-01 00:02:16",102,-3.31895495668006,102,"incorrect",1,0,2,0,"Geometry",3,0.5038,"trapezoid-area",3,0.6598,"area",3,0.5063,"trapezoid-area",3,0.659,"trapezoid-area",3,0.6593,"trapezoid-area",3,0.6593,"trapezoid-area",3,0.659,"trapezoid-area",3,0.659,"Single-KC",3,0.5038,"trapezoid-area",3,0.6593,"trapezoid-area",3,0.659,61,1,0.7029,"trapezoid-area",3,0.659,10,3,0.6586
"3601",3601,"All Data","Stu_cb3d89b01d6bcca7d74386e95e3914f0","Unit Area","TRAPEZOID_ABCD",1,"(HEIGHT QUESTION3)","1996-02-01 00:01:33","1996-02-01 00:01:43","1996-02-01 00:01:44","1996-02-01 00:01:44",11,-3.5667785905273,11,"incorrect",1,0,1,0,"Geometry",4,0.5037,"trapezoid-area",4,0.639,"area",4,0.5057,"trapezoid-area",4,0.6382,"trapezoid-area",4,0.6385,"trapezoid-area",4,0.6385,"trapezoid-area",4,0.6382,"trapezoid-area",4,0.6382,"Single-KC",4,0.5037,"trapezoid-area",4,0.6385,"trapezoid-area",4,0.6382,4,1,0.6721,"trapezoid-area",4,0.6382,10,4,0.6372
"3602",3602,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","RECTANGLE_ABCD",1,"(AREA QUESTION1)","1996-02-01 00:00:20","1996-02-01 00:00:20","1996-02-01 00:00:20","1996-02-01 00:00:20",0,-1.06581410364015e-14,-96.4242492931015,"correct",0,0,1,0,"Geometry",1,0.196,"rectangle-area",1,0.0792,"area",1,0.205,"sq_rect-area",1,0.074,"rectangle-area",1,0.0794,"rectangle-area",1,0.0794,"square-rect-area",1,0.074,"square-rect-area",1,0.074,"Single-KC",1,0.196,"rectangle-area",1,0.0794,"rectangle-area",1,0.074,24,1,0.0594,"square-rect-area",1,0.074,9,1,0.0733
"3603",3603,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","RECTANGLE_ABCD",1,"(HEIGHT QUESTION2)","1996-02-01 00:00:20","1996-02-01 00:00:27","1996-02-01 00:00:27","1996-02-01 00:00:27",7,7,-189.666128008884,"correct",0,0,1,0,"Geometry",2,0.196,"rectangle-area",2,0.0766,"area",2,0.2046,"sq_rect-area",2,0.0724,"rectangle-area",2,0.0768,"rectangle-area",2,0.0768,"square-rect-area",2,0.0724,"square-rect-area",2,0.0724,"Single-KC",2,0.196,"rectangle-area",2,0.0768,"rectangle-area",2,0.0724,99,1,0.1062,"square-rect-area",2,0.0724,9,2,0.0707999999999999
"3604",3604,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","RECTANGLE_ABCD",1,"(BASE QUESTION3)","1996-02-01 00:00:27","1996-02-01 00:00:45","1996-02-01 00:00:45","1996-02-01 00:00:45",18,18,-269.444502930295,"correct",0,0,1,0,"Geometry",3,0.1959,"rectangle-area",3,0.0741,"area",3,0.2042,"sq_rect-area",3,0.0708,"rectangle-area",3,0.0743,"rectangle-area",3,0.0743,"square-rect-area",3,0.0708,"square-rect-area",3,0.0708,"Single-KC",3,0.1959,"rectangle-area",3,0.0743,"rectangle-area",3,0.0708,41,1,0.0822,"square-rect-area",3,0.0708,9,3,0.0684
"3605",3605,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(POOL-AREA QUESTION1)","1996-02-01 00:00:51","1996-02-01 00:00:51","1996-02-01 00:00:51","1996-02-01 00:00:51",0,0,-336.478240840283,"correct",0,0,1,0,"Geometry",4,0.1959,"rectangle-area",4,0.0717,"area",4,0.2038,"sq_rect-area",4,0.0693,"rectangle-area",4,0.0719,"rectangle-area",4,0.0719,"square-rect-area",4,0.0693,"square-rect-area",4,0.0693,"Single-KC",4,0.1959,"rectangle-area",4,0.0719,"rectangle-area",4,0.0693,66,1,0.0519,"square-rect-area",4,0.0693,9,4,0.0661
"3606",3606,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(LARGE-RECTANGLE-AREA QUESTION1)","1996-02-01 00:00:51","1996-02-01 00:00:57","1996-02-01 00:00:57","1996-02-01 00:00:57",6,6,-391.486208521795,"correct",0,0,1,0,"Geometry",5,0.1959,"rectangle-area",5,0.0694,"area",5,0.2034,"sq_rect-area",5,0.0678,"rectangle-area",5,0.0695,"rectangle-area",5,0.0695,"square-rect-area",5,0.0678,"square-rect-area",5,0.0678,"Single-KC",5,0.1959,"rectangle-area",5,0.0695,"rectangle-area",5,0.0678,82,1,0.0336,"square-rect-area",5,0.0678,9,5,0.0639
"3607",3607,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(SIDEWALK-AREA QUESTION1)","1996-02-01 00:00:57","1996-02-01 00:00:59","1996-02-01 00:00:59","1996-02-01 00:00:59",2,2,-435.18727275778,"correct",0,0,1,0,"Geometry",6,0.1958,"compose-by-addition",1,0.1977,"compose-by-addition",1,0.2098,"compose-by-addition",1,0.1979,"compose-by-addition",1,0.1978,"compose-by-addition",1,0.1978,"compose-by-addition",1,0.1979,"compose-by-addition",1,0.1979,"Single-KC",6,0.1958,"compose-by-addition",1,0.1978,"compose-by-addition",1,0.1979,92,1,0.1714,"compose-by-addition",1,0.1979,4,1,0.2206
"3608",3608,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(POOL-AREA QUESTION2)","1996-02-01 00:00:59","1996-02-01 00:01:11","1996-02-01 00:01:11","1996-02-01 00:01:11",12,12,-468.300300331186,"correct",0,0,1,0,"Geometry",7,0.1958,"rectangle-area",6,0.0671,"area",6,0.203,"sq_rect-area",6,0.0663,"rectangle-area",6,0.0672,"rectangle-area",6,0.0672,"square-rect-area",6,0.0663,"square-rect-area",6,0.0663,"Single-KC",7,0.1958,"rectangle-area",6,0.0672,"rectangle-area",6,0.0663,128,1,0.0156,"square-rect-area",6,0.0663,9,6,0.0617
