"","ï..Row","Sample","Anon.Student.Id","Problem.Hierarchy","Problem.Name","Problem.View","Problem.Start.Time","Problem.End.Time","Latency..sec.","Steps.Missing.Start.Times","Hints","Incorrects","Corrects","Avg.Corrects","Steps","Avg.Assistance.Score","Correct.First.Attempts","Condition","KCs..Geometry.","Steps.without.KCs..Geometry.","KC.List..Geometry.","KCs..KRE_circle_area.","Steps.without.KCs..KRE_circle_area.","KC.List..KRE_circle_area.","KCs..Khushboo.","Steps.without.KCs..Khushboo.","KC.List..Khushboo.","KCs..MJB.SQRECT.Merge.","Steps.without.KCs..MJB.SQRECT.Merge.","KC.List..MJB.SQRECT.Merge.","KCs..MyKC.","Steps.without.KCs..MyKC.","KC.List..MyKC.","KCs..NNEWWW.","Steps.without.KCs..NNEWWW.","KC.List..NNEWWW.","KCs..New.","Steps.without.KCs..New.","KC.List..New.","KCs..NewModel.","Steps.without.KCs..NewModel.","KC.List..NewModel.","KCs..Single.KC.","Steps.without.KCs..Single.KC.","KC.List..Single.KC.","KCs..Textbook.","Steps.without.KCs..Textbook.","KC.List..Textbook.","KCs..Textbook.test.","Steps.without.KCs..Textbook.test.","KC.List..Textbook.test.","KCs..Unique.step.","Steps.without.KCs..Unique.step.","KC.List..Unique.step.","KCs..Zhulin_Textbook11_SquareRectMerge.","Steps.without.KCs..Zhulin_Textbook11_SquareRectMerge.","KC.List..Zhulin_Textbook11_SquareRectMerge.","KCs..new.KC.model.name.","Steps.without.KCs..new.KC.model.name.","KC.List..new.KC.model.name."
"1301",1301,"All Data","Stu_e225ceb425b9c40773ca12f5905514aa","Unit Area","PAINTING_THE_WALL",1,"2/1/1996 0:00","2/1/1996 0:03",159,0,0,2,8,1,8,0.25,6,0,1,0,"Geometry",2,0,"compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",2,0,"compose-by-addition, sq_rect-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, square-rect-area",2,0,"compose-by-addition, square-rect-area",1,0,"Single-KC",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",8,0,"KC108, KC114, KC126, KC28, KC41, KC64, KC76, KC91",2,0,"compose-by-addition, square-rect-area",0,8,"."
"1302",1302,"All Data","Stu_e225ceb425b9c40773ca12f5905514aa","Unit Area","RECTANGLE_AREA",1,"2/1/1996 0:03","2/1/1996 0:03",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"KC21",1,0,"square-rect-area",1,0,"square-rect-area"
"1303",1303,"All Data","Stu_e225ceb425b9c40773ca12f5905514aa","Unit Area","TRAPEZOID_ABCD",1,"2/1/1996 0:03","2/1/1996 0:03",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1304",1304,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","RECTANGLE_ABCD",1,"2/1/1996 0:00","2/1/1996 0:01",83,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,"KC12, KC16, KC69",1,0,"square-rect-area",1,0,"square-rect-area"
"1307",1307,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","SQUARE_ABCD",1,"2/1/1996 0:04","2/1/1996 0:04",15,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"square-area",1,0,"area",1,0,"sq_rect-area",1,0,"square-area",1,0,"square-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"square-area",1,0,"rectangle-area",3,0,"KC17, KC24, KC75",1,0,"square-rect-area",1,0,"square-rect-area"
"1310",1310,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_AREA",1,"2/1/1996 0:10","2/1/1996 0:10",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1311",1311,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_HEIGHT",1,"2/1/1996 0:11","2/1/1996 0:11",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC23",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1312",1312,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_BASE",1,"2/1/1996 0:12","2/1/1996 0:12",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1313",1313,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_ABCD",2,"2/1/1996 0:12","2/1/1996 0:13",45,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1314",1314,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_AREA",2,"2/1/1996 0:14","2/1/1996 0:14",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1315",1315,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_BASE",2,"2/1/1996 0:15","2/1/1996 0:15",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1316",1316,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_ABCD",3,"2/1/1996 0:15","2/1/1996 0:16",82,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1317",1317,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_AREA",3,"2/1/1996 0:17","2/1/1996 0:17",1,0,0,1,1,1,1,1,0,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC47",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1318",1318,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_BASE",3,"2/1/1996 0:18","2/1/1996 0:18",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"KC102",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1319",1319,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRAPEZOID_ABCD",4,"2/1/1996 0:18","2/1/1996 0:19",44,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"trapezoid-area",1,0,"area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"trapezoid-area",1,0,"Single-KC",1,0,"trapezoid-area",1,0,"trapezoid-area",3,0,"KC101, KC34, KC73",1,0,"trapezoid-area",1,0,"trapezoid-area"
"1324",1324,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRIANGLE_ABC",1,"2/1/1996 0:23","2/1/1996 0:23",26,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,"KC3, KC89, KC98",1,0,"triangle-area",1,0,"triangle-area"
"1325",1325,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRIANGLE_TRIANGLE",1,"2/1/1996 0:23","2/1/1996 0:23",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC48",1,0,"triangle-area",1,0,"triangle-area"
"1326",1326,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON",1,"2/1/1996 0:24","2/1/1996 0:26",115,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"1327",1327,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRIANGLE_RECTANGLE",1,"2/1/1996 0:26","2/1/1996 0:26",1,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"KC110, KC42",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area"
"1329",1329,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON_ABCDE",1,"2/1/1996 0:28","2/1/1996 0:28",26,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"1330",1330,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRIANGLE_HEIGHT",1,"2/1/1996 0:28","2/1/1996 0:28",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC106",1,0,"triangle-area",1,0,"triangle-area"
"1331",1331,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TRIANGLE_BASE",1,"2/1/1996 0:29","2/1/1996 0:29",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,"KC27",1,0,"triangle-area",1,0,"triangle-area"
"1332",1332,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON_ABCDE",2,"2/1/1996 0:29","2/1/1996 0:29",15,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"1333",1333,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON",2,"2/1/1996 0:29","2/1/1996 0:30",61,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"1334",1334,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON_ABCDE",3,"2/1/1996 0:30","2/1/1996 0:31",26,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"1335",1335,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON",3,"2/1/1996 0:31","2/1/1996 0:31",20,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"1336",1336,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON_ABCDE",4,"2/1/1996 0:31","2/1/1996 0:32",50,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"1338",1338,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON_ABCDE",5,"2/1/1996 0:33","2/1/1996 0:33",19,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"1339",1339,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON",5,"2/1/1996 0:33","2/1/1996 0:34",15,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC116, KC131, KC49",1,0,"pentagon-area",1,0,"pentagon-area"
"1340",1340,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","PENTAGON_ABCDE",6,"2/1/1996 0:34","2/1/1996 0:34",16,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,"KC10, KC112, KC25",1,0,"pentagon-area",1,0,"pentagon-area"
"1341",1341,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","CIRCLE_O",1,"2/1/1996 0:34","2/1/1996 0:36",132,0,0,2,12,1,12,0.167,10,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,"KC107, KC117, KC120, KC123, KC15, KC31, KC4, KC70, KC71, KC74, KC82, KC93",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"1342",1342,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","LAWN_SPRINKLER",1,"2/1/1996 0:36","2/1/1996 0:36",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,"KC52",1,0,"circle-area",1,0,"circle-area"
"1343",1343,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","COVERING_POOL",1,"2/1/1996 0:37","2/1/1996 0:38",84,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"KC118, KC79",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter"
"1344",1344,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","DOG_ON_A_ROPE",1,"2/1/1996 0:38","2/1/1996 0:39",39,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"KC103, KC87",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference"
"1345",1345,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","LAWN_SPRINKLER_2",1,"2/1/1996 0:39","2/1/1996 0:40",36,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC26, KC65, KC90",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"1346",1346,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","CIRCLE_DIAMETER",1,"2/1/1996 0:40","2/1/1996 0:40",12,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"1347",1347,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","CIRCLE_AREA",1,"2/1/1996 0:41","2/1/1996 0:41",37,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC44, KC63, KC86",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"1348",1348,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","CIRCLE_DIAMETER",2,"2/1/1996 0:41","2/1/1996 0:42",9,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC13, KC130, KC60",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"1350",1350,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","WATERING_VEGGIES",1,"2/1/1996 0:45","2/1/1996 0:45",33,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"KC119, KC36, KC83",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area"
"1352",1352,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","ONE_CIRCLE_IN_CIRCLE",1,"2/1/1996 0:46","2/1/1996 0:47",15,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"KC38, KC97",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition"
"1353",1353,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"2/1/1996 0:47","2/1/1996 0:47",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"KC20",1,0,"compose-by-addition",1,0,"compose-by-addition"
"1355",1355,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"2/1/1996 0:49","2/1/1996 0:51",105,0,0,1,4,1,4,0.25,3,0,1,0,"Geometry",3,0,"compose-by-addition, compose-by-multiplication, square-area",3,0,"area, compose-by-addition, compose-by-multiplication",3,0,"compose-by-addition, compose-by-multiplication, sq_rect-area",3,0,"compose-by-addition, compose-by-multiplication, square-area",3,0,"compose-by-addition, compose-by-multiplication, square-area",3,0,"compose-by-addition, compose-by-multiplication, square-rect-area",3,0,"compose-by-addition, compose-by-multiplication, square-rect-area",1,0,"Single-KC",3,0,"compose-by-addition, compose-by-multiplication, square-area",3,0,"compose-by-addition, compose-by-multiplication, rectangle-area",4,0,"KC1, KC111, KC29, KC96",3,0,"compose-by-addition, compose-by-multiplication, square-rect-area",3,0,"compose-by-addition, compose-by-multiplication, square-rect-area"
"1356",1356,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","CIRCLE_CIRCUMFERENCE",1,"2/1/1996 0:51","2/1/1996 0:52",14,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"KC11, KC125, KC58",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter"
"1357",1357,"All Data","Stu_e242582bd5729de82485e42d69e22109","Unit Area","COVERING_POOL",2,"2/1/1996 0:52","2/1/1996 0:52",17,0,0,2,2,1,2,1,0,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"KC118, KC79",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter"
